"requestYear","regionTitle","regionCID","povertyLine","mean","hc","pg","p2","population"
2011,"World Total","WLD",1.9,425.217,0.1371888,0.04065073,0.01873233,7015.401738
2011,"World less Other High Income","TOT",1.9,224.7626,0.1604951,0.04704885,0.02133381,5958.236419
2010,"East Asia and Pacific","EAP",1.9,214.5922,0.1121468,0.02548474,0.008630694,1966.296477
2010,"Europe and Central Asia","ECA",1.9,478.4171,0.02389724,0.00657535,0.002841163,475.954535
2010,"Latin America and the Caribbean","LAC",1.9,428.1499,0.06199775,0.02546092,0.01561978,591.79499
2010,"Middle East and North Africa","MNA",1.9,291.1239,0.02048615,0.003788666,0.001263263,338.623017
2010,"Other high Income","OHI",1.9,1554.578,0.005537087,0.004352732,0.003831086,1051.966262
2010,"South Asia","SAS",1.9,104.923,0.2457902,0.05242983,0.0165568,1630.806784
2010,"Sub-Saharan Africa","SSA",1.9,103.3495,0.4653776,0.1864868,0.09997108,877.837085
2010,"World Total","WLD",1.9,418.1011,0.157314,0.04664137,0.02117089,6933.27915
2010,"World less Other High Income","TOT",1.9,214.8241,0.1844617,0.05420536,0.02427239,5881.312888
2008,"East Asia and Pacific","EAP",1.9,183.2514,0.15295,0.03848053,0.0141633,1938.431648
2008,"Europe and Central Asia","ECA",1.9,474.3555,0.02794195,0.007927657,0.003403116,472.400836
2008,"Latin America and the Caribbean","LAC",1.9,407.9926,0.06896737,0.02806465,0.01721023,577.480199
2008,"Middle East and North Africa","MNA",1.9,281.3785,0.02702692,0.005033886,0.001597945,326.290163
2008,"Other high Income","OHI",1.9,1566.06,0.004901718,0.003935828,0.003453024,1036.564227
2008,"South Asia","SAS",1.9,98.80069,0.2947667,0.06552475,0.02140529,1584.359049
2008,"Sub-Saharan Africa","SSA",1.9,100.2956,0.4795051,0.1949369,0.1056789,831.161835
2008,"World Total","WLD",1.9,409.3501,0.181621,0.05410398,0.0243622,6766.687957
2008,"World less Other High Income","TOT",1.9,200.1043,0.2135891,0.06317927,0.02814461,5730.12373
2005,"East Asia and Pacific","EAP",1.9,155.7784,0.1891755,0.04854807,0.01811047,1895.564733
2005,"Europe and Central Asia","ECA",1.9,371.5385,0.04855289,0.0141736,0.006115021,470.222601
2005,"Latin America and the Caribbean","LAC",1.9,358.4897,0.09876152,0.04031515,0.02436688,555.956706
2005,"Middle East and North Africa","MNA",1.9,271.2027,0.03054312,0.005393708,0.001621521,309.106483
2005,"Other high Income","OHI",1.9,1505.95,0.005192303,0.004180837,0.003663281,1010.88314
2005,"South Asia","SAS",1.9,93.12709,0.3373935,0.07881114,0.02645237,1512.67056
2005,"Sub-Saharan Africa","SSA",1.9,92.57149,0.5077547,0.215812,0.1213891,766.258605
2005,"World Total","WLD",1.9,381.4448,0.2071045,0.06311948,0.0288292,6520.662828
2005,"World less Other High Income","TOT",1.9,175.131,0.2441495,0.07393299,0.03344641,5509.779688
2002,"East Asia and Pacific","EAP",1.9,125.2378,0.2968961,0.0912156,0.03853945,1849.451155
2002,"Europe and Central Asia","ECA",1.9,300.6485,0.0597214,0.01658028,0.006758209,469.664227
2002,"Latin America and the Caribbean","LAC",1.9,335.737,0.1179888,0.04695903,0.02753164,534.701427
2002,"Middle East and North Africa","MNA",1.9,237.6108,0.03357008,0.006268784,0.001978773,293.385286
2002,"Other high Income","OHI",1.9,1461.099,0.00491352,0.00377724,0.003251664,988.840063
2002,"South Asia","SAS",1.9,86.04601,0.3859882,0.09421188,0.0327017,1437.568227
2002,"Sub-Saharan Africa","SSA",1.9,84.56964,0.5526797,0.2466181,0.1426475,707.261055
2002,"World Total","WLD",1.9,358.2876,0.2548553,0.08231798,0.03834945,6280.87144
2002,"World less Other High Income","TOT",1.9,152.2223,0.3015581,0.09699367,0.04490763,5292.031377
1999,"East Asia and Pacific","EAP",1.9,102.2976,0.3849881,0.1229694,0.05369093,1798.160262
1999,"Europe and Central Asia","ECA",1.9,254.6262,0.07859952,0.0243161,0.01149926,470.937614
1999,"Latin America and the Caribbean","LAC",1.9,325.1851,0.1353862,0.05843552,0.03707668,512.702884
1999,"Middle East and North Africa","MNA",1.9,222.6531,0.03786657,0.007024297,0.002211049,278.094979
1999,"Other high Income","OHI",1.9,1392.845,0.005168319,0.003407187,0.00284452,967.738728
1999,"South Asia","SAS",1.9,84.72129,0.3923529,0.09762675,0.03449887,1361.185289
1999,"Sub-Saharan Africa","SSA",1.9,82.34351,0.5832405,0.2677946,0.1574221,653.324803
1999,"World Total","WLD",1.9,339.2059,0.2862131,0.09526845,0.04537204,6042.144559
1999,"World less Other High Income","TOT",1.9,138.2666,0.3398111,0.1127873,0.05348245,5074.405831
1996,"East Asia and Pacific","EAP",1.9,95.93891,0.4088473,0.1289666,0.05571055,1738.489971
1996,"Europe and Central Asia","ECA",1.9,289.9943,0.07273471,0.02380756,0.01212012,470.372428
1996,"Latin America and the Caribbean","LAC",1.9,321.7518,0.1370584,0.05918968,0.03759238,489.430479
1996,"Middle East and North Africa","MNA",1.9,198.7522,0.06169016,0.01152627,0.003583935,262.42679
1996,"Other high Income","OHI",1.9,1307.711,0.005165281,0.003379588,0.002783044,947.736842
1996,"South Asia","SAS",1.9,81.83871,0.4030695,0.1018601,0.03656716,1284.978193
1996,"Sub-Saharan Africa","SSA",1.9,84.13263,0.5890822,0.2752547,0.1634281,603.514397
1996,"World Total","WLD",1.9,329.161,0.2943978,0.09791543,0.046602,5796.9491
1996,"World less Other High Income","TOT",1.9,137.9118,0.3509258,0.1163916,0.05516604,4849.212258
1993,"East Asia and Pacific","EAP",1.9,78.32273,0.5371542,0.1926884,0.09083074,1674.07887
1993,"Europe and Central Asia","ECA",1.9,306.2617,0.05229084,0.01563476,0.007929105,469.111411
1993,"Latin America and the Caribbean","LAC",1.9,302.2018,0.1397245,0.05852906,0.03592097,465.333346
1993,"Middle East and North Africa","MNA",1.9,200.26,0.06955413,0.013211,0.004161662,246.467562
1993,"Other high Income","OHI",1.9,1238.022,0.005262609,0.003000558,0.002391229,925.008958
1993,"South Asia","SAS",1.9,76.50181,0.4485662,0.1185019,0.04389083,1208.612942
1993,"Sub-Saharan Africa","SSA",1.9,82.55705,0.5964524,0.2808202,0.1671692,556.563541
1993,"World Total","WLD",1.9,315.2942,0.3399179,0.1195082,0.05803559,5545.17663
1993,"World less Other High Income","TOT",1.9,130.5538,0.4069196,0.1428343,0.06917621,4620.167672
1990,"East Asia and Pacific","EAP",1.9,68.82658,0.6131681,0.2241798,0.1067849,1604.575
1990,"Europe and Central Asia","ECA",1.9,383.6758,0.02866849,0.008618999,0.004759606,464.253082
1990,"Latin America and the Caribbean","LAC",1.9,299.4168,0.1484907,0.06090581,0.03618743,440.819907
1990,"Middle East and North Africa","MNA",1.9,198.2496,0.06185044,0.0116427,0.003800707,229.71598
1990,"Other high Income","OHI",1.9,1214.15,0.004786416,0.002786658,0.002157249,903.663219
1990,"South Asia","SAS",1.9,74.32001,0.4729778,0.1323184,0.05100501,1133.089464
1990,"Sub-Saharan Africa","SSA",1.9,93.24686,0.5468783,0.2461613,0.1433441,512.271885
1990,"World Total","WLD",1.9,320.5611,0.3587579,0.1270304,0.06118179,5288.388537
1990,"World less Other High Income","TOT",1.9,136.3983,0.4317091,0.1526362,0.07334636,4384.725318
1987,"East Asia and Pacific","EAP",1.9,66.11067,0.5916993,0.2160333,0.1050204,1526.084569
1987,"Europe and Central Asia","ECA",1.9,433.6746,0.02374478,0.008578011,0.004908215,454.132542
1987,"Latin America and the Caribbean","LAC",1.9,332.3137,0.1352819,0.05421597,0.03228568,416.447397
1987,"Middle East and North Africa","MNA",1.9,198.3876,0.08077827,0.01513567,0.004658778,209.671201
1987,"Other high Income","OHI",1.9,1128.343,0.005100645,0.003066853,0.00235515,883.082862
1987,"South Asia","SAS",1.9,72.06037,0.5005045,0.1462551,0.05794717,1059.829211
1987,"Sub-Saharan Africa","SSA",1.9,95.47783,0.5337748,0.2385189,0.1380009,471.019419
1987,"World Total","WLD",1.9,317.8293,0.3532507,0.1253704,0.06083662,5020.267201
1987,"World less Other High Income","TOT",1.9,144.825,0.4275634,0.1514761,0.0733195,4137.184339
1984,"East Asia and Pacific","EAP",1.9,58.28801,0.7008396,0.2718143,0.1345376,1451.122349
1984,"Europe and Central Asia","ECA",1.9,424.4049,0.02366171,0.008148871,0.004593216,441.698312
1984,"Latin America and the Caribbean","LAC",1.9,300.6443,0.1652538,0.06530317,0.03790142,392.058676
1984,"Middle East and North Africa","MNA",1.9,198.873,0.08931869,0.01718285,0.005243917,191.40524
1984,"Other high Income","OHI",1.9,1051.087,0.005721746,0.003361736,0.002563842,865.175929
1984,"South Asia","SAS",1.9,68.36865,0.5296297,0.1654132,0.06946379,989.188965
1984,"Sub-Saharan Africa","SSA",1.9,97.73373,0.5321164,0.2371857,0.1372034,432.641632
1984,"World Total","WLD",1.9,303.8373,0.392252,0.1461335,0.07209584,4763.291103
1984,"World less Other High Income","TOT",1.9,137.9873,0.4780413,0.1778213,0.08752828,3898.115174
1981,"East Asia and Pacific","EAP",1.9,48.60502,0.8051531,0.3814313,0.2150329,1380.841421
1981,"Europe and Central Asia","ECA",1.9,410.55,0.02435437,0.008017839,0.004428934,429.5075
1981,"Latin America and the Caribbean","LAC",1.9,327.6167,0.1347333,0.05413042,0.0323288,367.704969
1981,"Middle East and North Africa","MNA",1.9,186.0523,0.1052515,0.02176081,0.00692415,174.188077
1981,"Other high Income","OHI",1.9,994.3831,0.006229774,0.003579171,0.002708466,846.973047
1981,"South Asia","SAS",1.9,66.35843,0.5573653,0.1823707,0.07950716,921.696915
1981,"Sub-Saharan Africa","SSA",1.9,106.6267,0.4883184,0.2101029,0.1188635,397.123463
1981,"World Total","WLD",1.9,297.042,0.4212109,0.1789258,0.09621464,4518.035392
1981,"World less Other High Income","TOT",1.9,136.1542,0.5169537,0.2193811,0.117788,3671.062345



